part,method,train_acc,val_acc,test_acc
optimizers,SGD,0.8554685115814209,0.8509728908538818,0.8534787893295288
optimizers,SGD_momentum,0.8604915738105774,0.8536261916160583,0.8520047068595886
optimizers,Adam,0.8827952146530151,0.8434551954269409,0.8486143946647644
